1250,"Boda-Bodas Rule: Non-Agricultural Activities and Their Inequality Implications in Western Kenya","Anthropology/Social/Cultural Anthropology/Work and Alternative Livelihoods           /           /Economics/Growth, Allocation and Distribution/Poverty/Poverty and Economic Growth"
1251,"The Neo-Classical Theory of Value","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1252,"From Families to Formal Contracts: An Approach to Development","History/Economic History/Economic Development, Growth, and Aggregate Productivity/Industrialization           "
1253,"An Institutionalist Review of Long Wave Theories: Schumpeterian Innovation, Modes of Regulation, and Social Structures of Accumulation","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1254,"The Scope, Method, and Significance of Original Institutional Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1255,"The Political Coase Theorem: Identifying Differences Between Neoclassical and Critical Institutionalism","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1256,"Economics in the Century Ahead","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1257,"Darwinism and Institutional Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1258,"Culture, Cognitive Models, and the Performance of Institutions in Transformation Countries","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1259,"Participation as Moral Incentive","Economics/Development/Community, Participation and Human Development           "
1260,"Information, Innovation and Diffusion of Technology","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1261,"Political Economy of Evolution: Remarks upon Receiving the Veblen-Commons Award","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1262,"Evolutionary Economics from a Radical Perspective","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1263,"Institutional Economics, Instrumentalist Political Theory, and the American Tradition of Empirical Collectivism","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1264,"Slower Than a Massacre: The Multiple Sources of Racial Thought in Colonial Africa","History/Political History/Race/Racism           "
1265,"Deindustrialization and Business Organisation: An Institutionalist Critique of the Natural Slection Analogy","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1266,"Towards a Reconsideration of Social Evolution: Symbiosis and its Implications for Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1267,"Metaphors of Knowledge in Economics","Economics/Economics as a Social Science/Economic Ideas/Ways of Thinking           "
1268,"The Post-Keynesian and Institutionalist Theory of Money and Credit","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Keynesian /PostKeynesian Approach           "
1269,"Was Keynes a Corporatist? Keynes's Radical Views on Industrial Policy and Macro Policy in the 1920s","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Keynesian /PostKeynesian Approach           "
1270,"The Issue: Do Incentives Mirror Development?","Economics/Development/Methodology of Development Economics           "
1271,"Globalization","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Keynesian /PostKeynesian Approach           "
1272,"Keynes and Conventions","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Keynesian /PostKeynesian Approach           "
1273,"Increasing and Diminishing Returns","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Keynesian /PostKeynesian Approach           "
1274,"Social Capital and Community Governance","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Marxist/Political Economy Approach           "
1275,"An Important Inconsistency at the Heart of the Standard Macroeconomic Model","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Marxist/Political Economy Approach           "
1276,"Dialectics of Modernity: On Critical Theory and the Legacy of Twentieth-Century Marxism","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Marxist/Political Economy Approach           /           /Sociology/Culture and Society/Sociological Theory"
1277,"Institutions, Efficiency, and the Theory of Economic Policy","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1278,"A Humanistic Critique of Modern Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Social/ Humanistic/ Contextual Economics           "
1279,"Personalist Economics: Moral Convictions, Economic Realities, and Social Action","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1280,"How are Incentives Used?","Economics/Development/Methodology of Development Economics           "
1281,"Entrepreneurship and Values in a Democratic and Pragmatic Economics: Commentary on 'A Transactional View of Entrepreneurship'","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1282,"More Than the Market","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           /           /GDAE/Environmental Policy and Sustainable Development/           /GDAE/Economic Theory"
1283,"Globalization and Financial Crisis: A Proposal for a New Approach to Macroeconomics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1284,"Pleasure, Altruism, and the Great X","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1285,"Amending the Economist's “Rational Egoist” Model to Include Moral Values and Norms","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1286,"Economics and Religion","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1287,"The Egalitarian Principle","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1288,"Ends and Means in Political Economy","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1289,"China's Family Planning Policy: An Overview of Its Past and Future","Economics/Development/Population and Quality of Life/Family Planning and Structure           "
1290,"Climatic Fears: Colonialism and the History of Environmentalism","Economics/Development/Ecology and Habitat           "
1291,"Is Teaching Neoclassical Economics as the Science of Economics Moral?","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1292,"Migration History: Some Patterns Revisited","History/World/Global History/Migration/Migration Patterns           "
1293,"Reconciling Homo Economicus and John Dewey's Ethics ","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1294,"Moving Europeans in the Globalizing World: Contemporary Migrations in a Historical-Comparative Perspective (1955-1994 v. 1870-1914)","History/World/Global History/Migration/Causes/Consequences           "
1295,"Africa and Global Patterns of Migration","History/World/Global History/Migration/Migration Patterns           "
1296,"Money Is a Social Relation","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
1297,"The Global Migration Crisis","History/World/Global History/Migration/International Issues           "
1298,"What Does Determine the Profit Rate? The Neoclassical Theories Presented in Introductory Textbooks","Economics/Economics as a Social Science/Economic Ideas/Other           "
1299,"Diasporas, the Nation-State, and Globalisation","History/World/Global History/Migration/Theory           "
1300,"Profit-Making as Social Action: An Alternative Social-Economic Perspective","Economics/Economics as a Social Science/Economic Ideas/Other           "
1301,"Migrant Workers, Markets, and the Law","History/World/Global History/Migration/Causes/Consequences           "
1302,"The Ramifications of John Searle's Social Philosophy in Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Behavioral Economics           "
1303,"Of Migration, Great Cities, and Markets: Global Systems of Development","History/World/Global History/Migration/Causes/Consequences           "
1304,"Uncertain Globalization: Refugee Movements in the Second Half of the Twentieth Century","History/World/Global History/Migration/Causes/Consequences           "
1305,"Economics and Modern Psychology","Economics/Economics as a Social Science/Psychology and Behavior           "
1306,"Travel, Migration, and Images of Social Life","History/World/Global History/Migration/Causes/Consequences           "
1307,"Basic Social Services, Economic Growth, and Poverty Alleviation: Remarks Concerning the Discussion on the 20/20 Initiative","Economics/Development/Poverty and Inequality/Alleviation of Poverty  Programs and Policies           "
1308,"Bounded Rationality, Institutions, and Uncertainty","Economics/Economics as a Social Science/Psychology and Behavior           "
1309,"Global Movements, Global Walls: Responses to Migration, 1885-1925","History/Political History/Race/Racism           "
1310,"Meanings of Material Possessions as Reflections of Identity","Economics/Economics as a Social Science/Psychology and Behavior           "
1311,"What is Truth in Capital Theory? Five Stories Relevant to the Evaluation of Frank J. Knight's Contributions to the Capital Controversy","Economics/Economics as a Social Science/Economic Ideas/Other           "
1312,"What is Rational?","Economics/Economics as a Social Science/Psychology and Behavior           "
1313,"Revealing Altruism","Economics/Economics as a Social Science/Psychology and Behavior           "
1314,"What do Unions Maximize? Evidence From Survey Data","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Behavioral Economics           /           /Economics/WellBeing/Work"
1315,"The Social Construction of Economic Institutions","Economics/Economics as a Social Science/Psychology and Behavior           "
1316,"A New Welfare Theory","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Behavioral Economics           "
1317,"Against Parsimony: Three Easy Ways of Complicating Some Categories of Economic Discourse","Economics/Economics as a Social Science/Psychology and Behavior           "
1318,"Behavioral Foundations of Reciprocity: Experimental Economics and Evolutionary Psychology","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Behavioral Economics           "
1319,"Discursive Rationality and the Division of Labour: How Cooperation Emerges","Economics/Economics as a Social Science/Psychology and Behavior           "
1320,"The Context Problematic, Behavioral Economics, and the Transactional View: An Introduction to “John Dewey and Economic Theory”","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Behavioral Economics           "
1321,"Using Motive to Distinguish Social Capital from Its Outputs","Economics/Economics as a Social Science/Psychology and Behavior           "
1322,"Rationality-in-Relations","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Behavioral Economics           "
1323,"Energy for Sustainable Development: Review of National and International Energy Policies","Economics/Development/Sustainability/Energy Issues and Green Technologies           "
1324,"Irrationality in Puritanism: Are Men Rational or Economists Wrong?","Economics/Economics as a Social Science/Psychology and Behavior           "
1325,"How to Bring Joy into Economics","Economics/Economics as a Social Science/Psychology and Behavior           "
1326,"What Progress Leads To: How to Bring Joy into Economics","Economics/Economics as a Social Science/Psychology and Behavior           "
1327,"Love's Labor's Lost? The Disutility of Work and Work Avoidance in the Economic Analysis of Labor Supply","Economics/Economics as a Social Science/Psychology and Behavior           "
1328,"Postmodernism and the Social Theory of Value","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1329,"Political Power and Intra-Market Relations","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Marxist/Political Economy Approach           "
1330,"Economic Theory and Social Problems: Toward a Concept of Social Value","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
1331,"The Nature of Economics","Economics/Economics as a Social Science/Economic Ideas/Ways of Thinking           "
1332,"Representing Crisis: The Theory of Himalayan Environmental Degradation and the Project of Development in Post-Rana Nepal","Economics/Development/Sustainability/Policy, Politics and Theory           "
1333,"Three Nobel Laureates on the State of Economics","Economics/Economics as a Social Science/Economic Ideas/Other           "
1334,"The Spirit of Capitalism and Long-run Growth","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1335,"Community, Business Ethics and Global Capitalism","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1336,"The Culture of the Market","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1337,"Inequality in Income Distributions: Does Culture Matter? An Analysis of Western Native American Tribes","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1338,"Rationality and the “Religious Mind”","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1339,"Religion and Economics Among Japanese Americans: A Weberian Study","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1340,"Trust as a Commodity","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1341,"Neoliberalism, Militarism, and Armed Conflict","Economics/WellBeing/Government and WellBeing           "
1342,"New Theory or New Dogma? A Tale of Social Capital and Economic Development from Gujarat, India","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1343,"Is Social Capital Really Capital?","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1344,"The Study of Values as a Social Phenomenon: The Soviet Case","Sociology/Culture and Society/Comparative Cultures           "
1345,"Evolutionary Economics and Cultural Hermeneutics: Veblen, Cultural Relativism, and Blind Drift","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1346,"Culture: The Missing Variable in Understanding Social Policy?","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
1347,"The Consumer Revolution of Eighteenth-Century England","History/Social and Cultural History/Consumerism/Consumption           "
1348,"Growth Recurring: Summary and Conclusion","History/Economic History/Economic Development, Growth, and Aggregate Productivity/The Process of Development           "
1349,"Marxist Political Economy, Revolutionary Politics, and Labor Process Theory","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Ecological/ Sustainability Approach           "
1350,"Peace and the Price System","Economics/WellBeing/The Economy and WellBeing           "
1351,"On the Strategy of Trying to Reduce Economic Inequality by Expanding the Scale of Human Activity","Economics/Development/Poverty and Inequality/Income and Employment           "
1352,"The Illusions of Progress","History/Environmental History/Ideas and Thinkers/Theory           "
1353,"Private Ownership of the Land: The Basis of Efficient Agriculture","History/Economic History/Agriculture, Natural Resources, and Extractive Industries/Agriculture           /           /Economics/Development/Transition from Socialism to Markets"
1354,"Pecuniary Emulation","History/Social and Cultural History/Consumerism/Consumption           /           /Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy"
1355,"The Original Affluent Society","History/Economic History/History of Economic Thought/Worldwide           "
1356,"The Assessment: The Twentieth Century - Achievements, Failures, Lessons","History/Economic History/Poverty, Inequality, and Standard of Living           "
1357,"The World Economic System in Asia Before European Hegemony","History/Economic History/History of Economic Thought/Worldwide           "
1358,"Early Analysis of the Economics of Family Structure: Charlotte Perkins Gilman's 'Women and Economics'","Economics/Economics as a Social Science/Economic Ideas/Women and Families           "
1359,"Working with the Ultra-Poor: Learning From BRAC Experiences","Economics/Development/Poverty and Inequality/Alleviation of Poverty  Programs and Policies           "
1360,"The Opportunistic Juggling of Aid Statistics: The “Financial Flows”","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1361,"Economic Behavior and Moral Sentiments","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1362,"Ellerman's Labor Theory of Property and the Injustice of Capitalist Exploitation","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1363,"An Ethical Basis for Institutional Economics","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1364,"Why Do Ethical Systems Try to Limit the Role of Money?","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1365,"Ecology, Ethics, and Theology","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1366,"The Ethical Rate of Unemployment: A Technical Note","Economics/Economics as a Social Science/Capitalism and Culture/Ethics           "
1367,"The Human Development Paradigm","Economics/Development/Community, Participation and Human Development           "
1368,"The Falling Rate of Profit","Economics/Economics as a Social Science/Economic Ideas/Other           "
1369,"The Nature of the Firm","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1370,"Seeking the Roots of Adam Smith's Division of Labor in Medieval Persia","History/Economic History/History of Economic Thought/Worldwide           "
1371,"There Are Major Differences between Kalecki's Theory of Employment and Keynes's General Theory of Employment Interest and Money","Economics/Economics as a Social Science/Economic Ideas/Other           "
1372,"An Inquiry into the Causes which Affect The Happiness of Nations: The Comforts of the Lower Orders","Economics/Economics as a Social Science/Economic Ideas/Other           "
1373,"Challenges Facing Social Economics in the Twenty-First Century: A Feminist Perspective","Economics/Economics as a Social Science/Economic Ideas/Other           "
1374,"Apocalyptic Economics and Prophetic Politics: Radical and Romantic Responses to Malthus and Burke","Economics/Economics as a Social Science/Economic Ideas/Other           "
1375,"Henry George and Classical Growth Theory: A Significant Contribution to Modeling Scale Economies","Economics/Economics as a Social Science/Economic Ideas/Other           "
1376,"Postmodernism and Institutionalism: Toward a Resolution of the Debate on Relativism","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1377,"The Radical Political Economics of Douglas F. Dowd","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1378,"Institutionalism: On the Need to Firm up Notions of Social Structure and the Human Subject","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1379,"Putting Economics in Its Place","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
1380,"Tit for Tat: Concepts of Exchange, Haggling, and Barter in Two Episodes in the History of Economic Anthropology","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
1381,"Farmers and Markets in the Pre-Colonial Deccan: The Plausibility of Economic Growth in Traditional Society","Economics/Growth, Allocation and Distribution/Factors of Growth/Agriculture           "
1382,"Food and Global History","History/Social and Cultural History/Cuisine/Globalization           "
1383,"Toward a Transactional Theory of Decision Making: Creative Rationality as Functional Coordination in Context","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
1384,"Circles of Growing and Eating: The Political Ecology of Food and Agriculture","History/Social and Cultural History/Cuisine/Commercialization/Production           "
1385,"Values as Consequences of Transaction: Commentary on 'Reconciling Homo Economicus and John Dewey's Ethics' ","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
1386,"The Impact of New World Food Crops on the Diet and Economy of China and India, 1600-1900","History/Social and Cultural History/Cuisine/Kitchen Preparation, Schools, Transmission of a Cuisine           "
1387,"Household Economic Strategies: Review and Research Agenda","Economics/Economics as a Social Science/Policy           "
1388,"All the World's a Restaurant: On the Global Gastronomics of Tourism and Travel","History/Social and Cultural History/Cuisine/Commercialization/Production           /           /Economics/Globalization/Culture and Consumption/           /History/Social and Cultural History/Cuisine/Globalization"
1389,"Institutional Economics Needs Interdisciplinary Studies of Social Studies","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1390,"On “Cabbages and Kings”: The Politics of Jewish Identity in Post-Colonial French Society and Cuisine","History/Social and Cultural History/Cuisine/Globalization           "
1391,"Food Policies, Nutrition Policies, and Their Influence on Processes of Change: European Examples","History/Social and Cultural History/Cuisine/Nutrition           "
1392,"What has Become of the Keynesian Revolution?","Economics/Economics as a Social Science/Economic Ideas/Keynes and Keynesianism           "
1393,"Food Policy Research in a Global Context: The West African Sahel","History/Social and Cultural History/Cuisine/Nutrition           "
1394,"Externalities, Learning and Governance: New Perspectives on Local Economic Development","Economics/Development/Community, Participation and Human Development           "
1395,"The Keynesian Revolution","Economics/Economics as a Social Science/Economic Ideas/Keynes and Keynesianism           "
1396,"Childhood Nutrition in Developing Countries and Its Policy Consequences","History/Social and Cultural History/Cuisine/Nutrition           "
1397,"A Reappraisal of Classical Economic Nationalism and Economic Liberalism","Economics/Economics as a Social Science/Economic Ideas/Other           "
1398,"Food System Globalization, Eating Transformations, and Nutrition Transitions","History/Social and Cultural History/Cuisine/Globalization           "
1399,"Fat and Sugar in the Global Diet: Dietary Diversity in the Nutrition Transition","History/Social and Cultural History/Cuisine/Globalization           "
1400,"A Brief Note on Marx and “Marxism”","Economics/Economics as a Social Science/Economic Ideas/Marx and Marxism           "
1401,"The 'Mad Cow' Crisis: A Global Perspective","History/Social and Cultural History/Cuisine/Globalization           "
1402,"Marxism and the Social Sciences","Economics/Economics as a Social Science/Economic Ideas/Marx and Marxism           "
1403,"The Family Meal and Its Significance in Global Times","History/Social and Cultural History/Cuisine/Kitchen Preparation, Schools, Transmission of a Cuisine           "
1404,"Philosophy and Economics in the Writings of Karl Marx","Economics/Economics as a Social Science/Economic Ideas/Marx and Marxism           "
1405,"We Eat Each Other's Food to Nourish Our Body: The Global and the Local as Mutually Constituent Forces","History/Social and Cultural History/Cuisine/Globalization           "
1406,"Food and the Counterculture: A Story of Bread and Politics","History/Social and Cultural History/Cuisine/Kitchen Preparation, Schools, Transmission of a Cuisine           "
1407,"The Origins of the a Priori Method in Classical Political Economy: A Reinterpretation","Economics/Economics as a Social Science/Economic Ideas/Other           "
1408,"Urbanization in Developing Countries","Economics/Development/Population and Quality of Life/Urbanization           "
1409,"Private Property Rights, Economic Freedom, and Professor Coase: A Critique of Friedman, McCloskey, Medema, and Zorn","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1410,"Property and its Enemies, Part I: “Design Faults” in Locke's Theory of Property Taint Ownership with Guilt","Economics/Economics as a Social Science/Economic Ideas/Topics in the History of Thought           "
1411,"Adam Smith on Justice and Distribution in Commercial Societies","History/Economic History/History of Economic Thought/AngloEuropean           "
1412,"Adam Smith's Moral Philosophy: The Role of Religion and its Relationship to Philosophy and Ethics in the Evolution of Society","History/Economic History/History of Economic Thought/AngloEuropean           "
1413,"“The Improper Arts”: Sex in Classical Political Economy","History/Economic History/History of Economic Thought/AngloEuropean           "
1414,"Adam Smith and the Natural Wage: Sympathy, Subsistence and Social Distance","History/Economic History/History of Economic Thought/AngloEuropean           "
1415,"The Relationships of Religion to Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Religious Approach           "
1416,"Economics and Institutions: The Socioeconomic Approach of K. William Kapp","Economics/Economics as a Social Science/Economic Ideas/Other           "
1417,"Some of the Nineteenth Century Origins of the Sustainability Concept","History/Environmental History/Ideas and Thinkers/Theory           "
1418,"Urbanization in a Developing Country: City Size and Population Composition","Economics/Development/Population and Quality of Life/Urbanization           "
1419,"Who Wins the Nobel Prize?","Economics/Economics as a Social Science/Economic Ideas/Other           "
1420,"Jevons, Marshall, and the Utilitarian Tradition","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           "
1421,"Jeremy Bentham","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           "
1422,"Coherence Against the Pareto Principle and Equality","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           /           /Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare"
1423,"More Nonsense on Stilts: Mr. Bentham Is At It Again","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           "
1424,"Pure Versus Eclectic Utilitarianism: The Writings of Bastiat and Mill","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           "
1425,"The Neoclassics: Utility","Economics/Economics as a Social Science/Economic Ideas/Utilitarianism           "
1426,"The Classical Theory of Value","Economics/Economics as a Social Science/Economic Ideas/Other           "
1427,"Genetic Modification and the Doubly Green Revolution","Economics/Development/Agrarian Economy and Society/Green Revolution           "
1428,"Divergences of Measurement and Theory and Some Implications for Economic Policy","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1429,"The Regulation School, the Employment Relation and Financialization","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1430,"Chaos Theory and Institutional Economics: Metaphor or Model?","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach           "
1431,"Can Economics Mediate the Relationship Between Anthropology and Demography?","Economics/Economics as a Social Science/Methods/Models and Computational Approaches           "
1432,"Developments in Economics as Realist Social Theory","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
1433,"Development and Under-Development","Economics/Development/Methodology of Development Economics           "
1434,"History and Economics: Can Students (And Professors) Learn Together?","Economics/Economics as a Social Science/Economics Education           "
1435,"Aggregate Demand-Aggregate Supply Analysis: A History","Economics/Economics as a Social Science/Economics Education           "
1436,"The Rise and Decline of Development Economics","Economics/Development/Development Theory and Critique/Theory           "
1437,"Social Economics, Ch. 2 - A Projection of the Goals and Methods of Social Economics","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Social/ Humanistic/ Contextual Economics           /           /Economics/Economics as a Social Science/Economics Education/           /GDAE/Economics as a Social Science"
1438,"Transforming Economics Teaching in Bulgaria: A Difficult Transition","Economics/Economics as a Social Science/Economics Education           "
1439,"Economists' Views on the Costs of War (Part I)","Economics/Economics as a Social Science/Economics Education           /           /Economics/Growth, Allocation and Distribution/War and Military Spending"
1440,"Income, Deprivation, and Poverty","Economics/WellBeing/Evaluation of WellBeing           "
1441,"Economics in the Laboratory","Economics/Economics as a Social Science/Methods/Models and Computational Approaches           "
1442,"Cost-Benefit Analysis, Safety, and Environmental Quality","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1443,"African Drama: Myrdal and Progressive Institutional Change in South Africa","Economics/Development/Development Theory and Critique/Theory           "
1444,"Alternative Economic Indicators","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1445,"Towards More Effective Development Indicators","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1446,"Better Indicators of Human Welfare","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1447,"Selections from Benefit, Cost, and Beyond","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1448,"Measuring Household Activities: Some International Comparisons","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1449,"Economic Value, the Value of Economics, and the Meaning of Life","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1450,"Ask a Silly Question: Contingent Valuation of Natural Resource Damages","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1451,"Moving Beyond Ecotourism: New Indicators for Culturally Specific, Sustainable Development","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1452,"The Wasteland Auction Policy in Northwest China: Solving Environmental Degradation and Rural Poverty?","Economics/Development/Agrarian Economy and Society/Land Use and Tenure, Income and Equity           "
1453,"Measuring Progress: Community Indicators and the Quality of Life","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1454,"Intergenerational Transfers and the Social Discount Rate","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1455,"Valuing Environmental Damage","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1456,"The Economics of Smoking","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1457,"Towards Measuring Gross National Happiness","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1458,"Combining Social, Economic, and Environmental Indicators to Measure Sustainable Human Well-being","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1459,"Approach to an Index of Social Welfare","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1460,"Participation and Poverty Reduction: An Analytical Framework and Overview of the Issues","Economics/Development/Community, Participation and Human Development           "
1461,"The Meaning, Nature, and Source of Value in Economics","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1462,"On the Optimal Exploitation of Interacting Resources","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1463,"Regulating the Electricity Supply Industry by Valuing Environmental Effects: How Much Is the Emperor Wearing?","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Ecological/ Sustainability Approach           "
1464,"Human Development: The Debate About the Index","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1465,"Measuring Well-Being","Economics/Economics as a Social Science/Methods/Measurement  Application           /           /Economics/WellBeing/Evaluation of WellBeing"
1466,"Gross National Happiness: Towards a New Paradigm in Economics","Economics/Economics as a Social Science/Methods/Measurement  Application           "
1467,"Disturbing Currents in Modern Economics","Economics/Economics as a Social Science/Methods/Models and Computational Approaches           "
1468,"Linking the Keynesian Cross and the Production Possibilities Frontier","Economics/Economics as a Social Science/Methods/Models and Computational Approaches           "
