359,Legitimacy Crisis and Legitimation in China,Political Science/Public Policy/Government Operations/Governance           ,,
360,Policing the Bargain: Coalition Government and Parliamentary Scrutiny,Political Science/Public Policy/Government Operations/Governance           ,,
361,Social Exclusion and Participation in Community Development Projects: Evidence from Senegal,Political Science/Public Policy/Government Operations/Governance           ,,
362,Assessing China's Public Price Hearings: Symbolic Aspects,Political Science/Public Policy/Government Operations/Governance           ,,
363,Political Support in Postwar Lebanon as a Function of Social|| Political and Economic Performance,Political Science/Public Policy/Government Operations/Governance           ,,
364,Mapping Public Participation in Policy Choices,Political Science/Public Policy/Government Operations/Governance           ,,
365,Russian Public Policy Centers: Experience and Prospects,Political Science/Public Policy/Government Operations/Governance           ,,
366,Cowboys v. Cattle-thieves: The Role of Innovative Institutions in Managing Risks along the Frontier,Political Science/Public Policy/Government Operations/Governance           ,,
367,Globalization and Public Policy: An Analytical Framework,Political Science/Public Policy/Government Operations/Governance           ,,
368,International Migration at the Beginning of the Twenty-First Century: Global Trends and Issues,"Sociology/Culture and Society/Globalization, Cultures, and Communication           ",,
369,Policy Responses: Matching Economic and Political Geography,Political Science/Public Policy/Government Operations/Governance           ,,
370,Ethnic Conflicts and Minority Rights,Political Science/Public Policy/Social Welfare/Human Rights           ,,
371,Defending Minority Interests in the Constituent Assembly,Political Science/Public Policy/Social Welfare/Human Rights           ,,
372,Minority Rights|| Secularism and Civil Society,Political Science/Public Policy/Social Welfare/Human Rights           ,,
373,Language Policy and Ethnic Tensions in Quebec and Latvia,Political Science/Public Policy/Social Welfare/Human Rights           ,,
374,Developing a Paradigm for Worldwide Gay|| Lesbian|| Bisexual|| and Transgender Public Policy and Administration,Political Science/Public Policy/Social Welfare/Human Rights           ,,
375,Emotional and Social Wellbeing: National Policy Context,Political Science/Public Policy/Social Welfare/Human Rights           ,,
376,Promoting Human Rights and Norwegian Law,Political Science/Public Policy/Social Welfare/Human Rights           ,,
377,Managing International Migration in Developing Countries,"Sociology/Culture and Society/Globalization, Cultures, and Communication           /           /History/World/Global History/Migration/Migration Policies",,
378,Security Policy: Enemy of Democracy,Political Science/Public Policy/International Security and Peacekeeping           ,,
379,The Political Economy of Death Squads: Towards a Theory of the Impact of State-sanctioned Terror,Political Science/Public Policy/International Security and Peacekeeping           ,,
380,Rethinking Human Security,Political Science/Public Policy/International Security and Peacekeeping           ,,
381,Playing with Fire: The Civil Liberties Implications of September 11th,Political Science/Public Policy/International Security and Peacekeeping           ,,
382,Teaching Peace: The Challenge of Gendered Assumptions,Political Science/Public Policy/International Security and Peacekeeping           ,,
383,Terrorism and Civil Society as Instruments of U.S. Policy in Cuba,Political Science/Public Policy/International Security and Peacekeeping           ,,
384,When the UN Succeeds: The Case of Cambodia,Political Science/Public Policy/International Security and Peacekeeping           ,,
385,Should a Question on 'Religion' Be Asked in the 2001 British Census? A Public Policy Case in Favour,"Political Science/Public Policy/Media, Culture, and Society           ",,
386,Communitarian Journalism: Clearing Conceptual Landscapes,"Political Science/Public Policy/Media, Culture, and Society           ",,
387,Culture and Globalization: Theoretical Models and Emerging Trends,"Political Science/Public Policy/Media, Culture, and Society           ",,
388,Cultural Policy as Marketing Strategy: The Economic Consequences of Cultural Tourism in New York City,"Political Science/Public Policy/Media, Culture, and Society           ",,
389,Statism|| Pluralism and Social Control,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
390,Policing in the People's Republic of China: The Road to Reform in the 1990s,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
391,Internal Security: Cost of Repression,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
392,What Does the World Spend on Policing?,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
393,The Limits of Anti-drug Policy in Mexico,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
394,The Future of Policing,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
395,Restorative Justice|| Peacemaking|| and Social Justice: The Application of Kingian Nonviolence Philosophy in Community Policing,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
396,Slavery and Prison - Understanding the Connections,Political Science/Public Administration/Basic Governmental Services/Policing and Public Safety           ,,
397,A Nation in Pain: Why the HIV/AIDS Epidemic is out of Control in Zimbabwe,Political Science/Public Policy/Health/Public Health Policy           ,,
398,Comparative Public Health: The Political Economy of Human Misery and Well-Being,Political Science/Public Policy/Health/Public Health Policy           ,,
399,Donor Dealings: The Impact of International Donor Aid on Sexual and Reproductive Health Services,Political Science/Public Policy/Health/Public Health Policy           ,,
400,Back to the Future? Reflections on Past Reforms and Future Prospects for Health Services in New Zealand,Political Science/Public Policy/Health/Public Health Policy           ,,
401,The Future of Public Health in a Changing Global Context,Political Science/Public Policy/Health/Public Health Policy           ,,
402,Global Public Goods and the Poor,Political Science/Public Policy/Health/Public Health Policy           ,,
403,Becoming Poverty Focused: Implications for Health Actors,Political Science/Public Policy/Health/Public Health Policy           ,,
404,Health Reform and Civil Society in Latin America,Political Science/Public Policy/Health/Public Health Policy           ,,
405,Consultations with the Poor' from a Health Perspective,Political Science/Public Policy/Health/Public Health Policy           ,,
406,Fun and Violence: Ethnocide and the Effervescence of Collective Aggression,Sociology/Culture and Society/Identity and Culture           ,,
407,Informal Payments for Health Care in the Former Soviet Union: Some Evidence from Kazakhstan,Political Science/Public Policy/Health/Public Health Policy           ,,
408,Social Impacts and Social Responsibility: Business and Government,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
409,Employment|| Entitlement and Empowerment,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
410,Perceptions of State Reform in Latin America,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
411,Bureaucracy And Development In Egypt Today,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
412,Direct Democracy and Land-use Policy: Exchanging Public Goods for Development Rights,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
413,Incentives|| Choice|| and Accountability in the Provision of Public Services,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
414,The Dilemma of Privatized Public Services: Philosophical Frames in Understanding Failure and Managing Partnership Terminations,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
415,Contamination|| Crop Trials|| and Compatibility,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
416,How Not to Industrialize: Observations from a Village in Sichuan,Economics/Development/Agrarian Economy and Society/Peasant and Informal Economies           ,,
417,NGOs as Agents of Public Accountability and Democratization in Intergovernmental Forums,Political Science/Public Policy/Government Operations/Public vs. Private Modes or Forces           ,,
418,Race|| State|| and Policy: The Development of Employment Discrimination Policy in the USA and Britain,Political Science/Public Policy/Social Welfare/Race Issues           ,,
419,Ethnicity as Social Capital: Community-Based Institutions and Embedded Networks of Social Relations,Political Science/Public Policy/Social Welfare/Race Issues           ,,
420,Comparative Federalism and Decentralization: On Meaning and Measurement,"Political Science/Public Policy/Government Operations/Regionalism, States, and Federalism           ",,
421,India: Fragmentation amid Consensus,"Political Science/Public Policy/Government Operations/Regionalism, States, and Federalism           ",,
422,The Moral Economy,Economics/Development/Markets/Business Ethics           ,,
423,Modernity and the Construction of Collective Identities,Sociology/Culture and Society/Identity and Culture           ,,
424,The Push for Regional Enlargement in Putin's Russia,"Political Science/Public Policy/Government Operations/Regionalism, States, and Federalism           ",,
425,Implementation Studies: Time for a Revival? Personal Reflections on 20 Years of Implementation Studies,"Political Science/Public Policy/Research Issues: Approach, Critique and Methodology           ",,
426,Partnership Working in Public Policy Provision: A Framework for Evaluation,"Political Science/Public Policy/Research Issues: Approach, Critique and Methodology           ",,
427,Developing Curricular and Appropriate Learning Strategies for Community Development and Peace Studies,"Political Science/Public Policy/Research Issues: Approach, Critique and Methodology           ",,
428,Policy Learning and Uncertainty: The Case of Pension Reform in Estonia and Latvia,"Political Science/Public Policy/Research Issues: Approach, Critique and Methodology           ",,
429,How Do Groups Solve Local Commons Dilemmas? Lessons from Experimental Economics in the Field,"Political Science/Public Policy/Research Issues: Approach, Critique and Methodology           ",,
430,A Community-Oriented Economy,Economics/Development/Markets/Business Ethics           ,,
431,The Precautionary Principle: Scientific Uncertainty and Omitted Research in the Context of GMO Use and Release,"Political Science/Public Policy/Research Issues: Approach, Critique and Methodology           ",,
432,Poverty|| Welfare|| and Patriarchy: How Macro-level Changes in Social Policy Can Help Low-income Women,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
433,Whither the Social Network of Islam,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
434,Postmodern Policy Analysis: Discourse and Identity in Welfare Policy,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
435,Do Social-welfare Policies Reduce Poverty? A Cross-national Assessment,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
436,Care as a Good for Social Policy,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
437,Social Welfare Spending on Family Benefits in the United States and Sweden: A Comparative Study,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
438,Social Welfare System,Political Science/Public Policy/Social Welfare/Social Welfare/Welfare State           ,,
439,Civil Associations,Economics/Development/Markets/Corporate Social and Environmental Impacts           ,,
440,Civil Associations (as published in A Survey of Sustainable Development),"Economics/Growth, Allocation and Distribution/Factors of Growth/Case Studies           ",,
441,How Moscow is Becoming a Capitalist Mega-city,"Political Science/Public Policy/Economic Issues/Urban Policies, Politics, and Outcomes           ",,
442,Housing Abroad: Social Housing in France,"Political Science/Public Policy/Economic Issues/Urban Policies, Politics, and Outcomes           ",,
443,National Security: Prisoners of Rhetoric,Political Science/Public Policy/International Security and Peacekeeping           ,,
444,The Promise of Democratic Pacification: An Empirical Assessment,Political Science/Public Policy/International Security and Peacekeeping           ,,
445,Toward a Global Civil Economy,Economics/Globalization/Global Governance           ,,
446,Toward a Global Civil Economy (as published in A Survey of Sustainable Development),Economics/Development/Sustainability/Consumerism and Culture           ,,
447,The Reflexive Self and Culture: A Critique,Sociology/Culture and Society/Identity and Culture           ,,
448,Political Pacifism,Political Science/Public Policy/International Security and Peacekeeping           ,,
449,The Decline and Fall of Pacifism,Political Science/Public Policy/International Security and Peacekeeping           ,,
450,State Militarism and its Legacies: Why Military Reform has Failed in Russia,Political Science/Public Policy/International Security and Peacekeeping           ,,
451,The Birth of Public Order Policy,Political Science/Public Policy/International Security and Peacekeeping           ,,
452,Feminism and Militarism: A Comment,Political Science/Public Policy/International Security and Peacekeeping           ,,
453,Poverty and Human Rights: Sen's Contributions in Economics,Sociology/Culture and Society/Politics of Development           ,,
454,Introduction: Capability and Valuation,"Economics/Development/Community, Participation and Human Development           ",,
455,Exploring Social Capital Debates at the World Bank,"Economics/Development/Community, Participation and Human Development           ",,
456,Chapter 1: Cultural Liberty and Human Development,"Economics/Development/Community, Participation and Human Development           ",,
457,Gender and the Foundations of Social Choice: the Role of Situated Agency,Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Feminist Approach           ,,
458,Economic Methodology: Heterogeneity and Relevance,Economics/Economics as a Social Science/Methods/Models and Computational Approaches           ,,
459,Critiques of the Human Development Index: A Review,Economics/Economics as a Social Science/Methods/Measurement  Application           ,,
460,Freedom in Amartya Sen and Gustavo Gutierrez: Religious and Secular Common Grounds,Philosophy/Rights and Justice/Ethical Theory/Historical Perspectives           ,,
461,Intra-Household Inequality: A Challenge For The Capability Approach?,Philosophy/Rights and Justice/Women's Rights/Gender Issues/Current Issues           ,,
462,Outside Our Parents' House: Race|| Culture|| and Identity,Sociology/Culture and Society/Identity and Culture           ,,
463,Amartya Sen's 100 Million Missing Women,Sociology/Sociology of Religion/Ethics and Politics           ,,
464,Introduction and Overview: Poverty|| Human Rights|| and Sen's 'Capability Approach',Economics/Development/Poverty and Inequality/Rights and Justice           ,,
465,Public Presentations and Private Concerns: Archeology in the Pages of National Geographic,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
466,The Past as Propaganda: Totalitarian Archaeology in Nazi Germany,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
467,Archaeology after Nationalism: Globalization and the Consumption of the Past,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
468,Where are the Maya in Ancient Maya Archaeological Tourism? Advertising and the Appropriation of Culture,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
469,The ABCs of Political Economy,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
470,Teotihuacan as World System: concerning the applicability of Wallerstein's model,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
471,Teotihuacan and Middle Classic Mesoamerica: A Precolumbian World System?,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
472,Aspects of Youth|| Transitions|| and the End of Certainties,Sociology/Culture and Society/Identity and Culture           ,,
473,A Dialectical Critique of Hierarch,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
474,Archaeology and the Antiquities Market: the Use of Looted Data,Anthropology/Archaeology/Archaeological Theory/Archaeometry           ,,
475,Transitions and Youth Cultures: Forms and Performances,Sociology/Culture and Society/Identity and Culture           ,,
476,Survival after Diagnosis of AIDS: A Prospective Observational Study of 2625 Patients,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
477,Impact of Socioeconomic Status on Survival with AIDS,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
478,Meeting International Goals in Child Survival and HIV/AIDS,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
479,Uncertainties in the Knowledge Society,Sociology/Culture and Society/Industrial and Agrarian Societies           ,,
480,Models of Survival in HIV Infection and their Use in the Quantification of Treatment Benefits,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
481,Three Theories of Sickness and Healing,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
482,From Medical Anthropology to Anthropological Medicine,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
483,Studying Biomedicine as a Cultural System,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
484,Global Capitalism: The New Transnationalism and the Folly of Conventional Thinking,"Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Globalization/PostCold War Power Balance           ",,
485,Theory and Necessity: The Stadial Foundations of the Present,"Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Globalization/PostCold War Power Balance           ",,
486,The Tragedy of the Commons|| Livestock Cycles and Sustainability,"Economics/Development/Agrarian Economy and Society/Land Use and Tenure, Income and Equity           ",,
487,A World Made of Knowledge,Sociology/Culture and Society/Industrial and Agrarian Societies           ,,
488,Between Sinocentrism and Eurocentrism: Debating Andre Gunder Frank's Re-Orient: Global Economy in the Asian Age,"Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Globalization/PostCold War Power Balance           ",,
489,Who Owes and Who Pays? The Accumulated Debt of Neoliberalism,Political Science/Political Theory and Philosophy/Ideology/Neoliberalism           ,,
490,Brazil: One Hundred Years of the Agrarian Question,Sociology/Culture and Society/Industrial and Agrarian Societies           ,,
491,The Sources of Political Orientations in Post-Industrial Society: Social Class and Education Revisited,Sociology/Culture and Society/Industrial and Agrarian Societies           ,,
492,Reaping What We Sow: Community and Rural History,Sociology/Culture and Society/Industrial and Agrarian Societies           ,,
493,The Role of Social Science,Sociology/Culture and Society/Institutions           ,,
494,Social Studies for Nation Building: A View from a Developing Society,Sociology/Culture and Society/Institutions and Nation Building           ,,
495,Best Practice Options: Mali,Sociology/Culture and Society/Institutions and Nation Building           ,,
496,The Military Crisis of the Nation State: Will Asia be Different from Europe?,Sociology/Culture and Society/Institutions and Nation Building           ,,
497,The Impact of HIV/AIDS on Adult Mortality in Zimbabwe,Economics/Development/Population and Quality of Life/Health and Morbidity           ,,
498,The Sociology of Arbitrage: A Comment on MacKenzie,Sociology/Culture and Society/Market Culture           ,,
499,Cult Fictions: Cult Movies|| Subcultural Capital and the Production of Cultural Distinctions,Sociology/Culture and Society/Market Culture           ,,
500,A Tale of Goddesses|| Money|| and Other Terribly Wonderful Things: Spirit Possession|| Commodity Fetishism|| and the Narrative of Capitalism in Rajasthan|| India,Sociology/Culture and Society/Market Culture           ,,
501,Persons as Uncaused Causes: John Stuart Mill|| the Spirit of Capitalism|| and the “Invention” of Formalism,Sociology/Culture and Society/Market Culture           ,,
502,The Nexus of Market Society|| Liberal Preferences|| and Democratic Peace: Interdisciplinary Theory and Evidence,Sociology/Culture and Society/Market Culture           ,,
503,Shifting Ties: Social Networks in the Surgical Instrument Cluster of Sialkot|| Pakistan,Sociology/Culture and Society/Market Culture           ,,
504,“A Yankee Diogenes”: Thoreau and the Market,Sociology/Culture and Society/Market Culture           ,,
505,The Development of Underdevelopment,Economics/Globalization/Globalization: Negative Development Impacts           ,,
506,Entrepreneurship in Family vs. Non-Family Firms: A Resource-Based Analysis of the Effect of Organizational Culture,Sociology/Culture and Society/Market Culture           ,,
507,Modernity: One|| None or Many? European Origins and Modernity as a Global Condition,Sociology/Culture and Society/Modernity and Tradition           ,,
508,Communism and Modernity,Sociology/Culture and Society/Modernity and Tradition           ,,
509,Michel Maffesoli's Sociology of Modernity and Postmodernity: An Introduction and Critical Assessment,Sociology/Culture and Society/Modernity and Tradition           ,,
510,Budgeting in Poor Countries: Ten Common Assumptions Re-Examined,Political Science/Public Administration/Efficiency/Commerce and Economic Policy           ,,
511,Entrepreneurial Budgeting: An Emerging Reform?,Political Science/Public Administration/Efficiency/Commerce and Economic Policy           ,,
512,Contract Budgeting,Political Science/Public Administration/Efficiency/Commerce and Economic Policy           ,,
513,Nutrition in Medical Anthropology,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
514,International Health: Problems and Programs in Anthropological Perspective,Anthropology/Biological/Physical Anthropology/Medical Anthropology           ,,
515,Ch. 6:The Economic Loss Associated with Coral Reef Degradation,Economics/Globalization/Global Environmental Issues/Ecology and Resources           ,,
516,Coral Reefs at Risk: Trade and Tourism in the Red Sea and its Threat to the Environment,Economics/Globalization/Global Environmental Issues/Ecology and Resources           ,,
517,Empowerment through Education and Reproductive Health Communication in Ghana,Sociology/Culture and Society/Modernity and Tradition           ,,
518,The African Elephant in International Law,Economics/Globalization/Global Environmental Issues/International Issues           ,,
519,Oceans and Seas,Economics/Globalization/Global Environmental Issues/Ecology and Resources           /           /Political Science/International Relations/Environmental Issues,,
520,Environmental Law and International Trade,Economics/Globalization/Global Environmental Issues/International Issues           ,,
521,Aqaba|| Trade and Environment,Economics/Globalization/Global Governance           /           /Political Science/International Relations/Environmental Issues,,
522,Environmental Impact of Tourism in the Gulf of Aqaba,Economics/Globalization/Global Environmental Issues/International Issues           ,,
523,Oil Production and Environmental Damage,"Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           ",,
524,Regional Perspectives: Seas of the Middle East,Economics/Globalization/Global Environmental Issues/Ecology and Resources           ,,
525,Status of Mangroves in the Red Sea and Gulf of Aden,Economics/Globalization/Global Environmental Issues/Ecology and Resources           ,,
526,Coral Trade,Economics/Globalization/Global Environmental Issues/Ecology and Resources           ,,
527,Toward a Theory of Consumption,Economics/WellBeing/Consumption and WellBeing           ,,
528,The Ethics of Labour Immigration Policy,Economics/Development/Population and Quality of Life/Migration           ,,
529,The Organization of Industry,Economics/Economic Policy/Market Formation and Regulation           ,,
530,Economic Theory and the Meaning of Competition,Economics/Economic Policy/Market Formation and Regulation           ,,
531,Social Policy in a Development Context: Introduction,Economics/Economic Policy/Welfare           ,,
532,Sociology and the Public Understanding of Science: From Rationalization to Rhetoric,Sociology/Culture and Society/Modernity and Tradition           ,,
533,Modernisation Theory|| Income Evaluation|| and the Transition in Eastern Europe,Sociology/Culture and Society/Westernization           ,,
534,Socio-Economic Re-structuring and Employment: The Case of Minority Ethnic Groups,Sociology/Culture and Society/Westernization           ,,
535,The Role of the Future African Human Rights Court,Political Science/Public Administration/Justice and Rights/Human Rights           ,,
536,Treaty Ratification in the Context of Globalization,Political Science/Public Administration/Justice and Rights/Human Rights           ,,
537,A Permanent International Criminal Court,Political Science/Public Administration/Justice and Rights/Human Rights           ,,
538,The Missing Feminist Revolution in Sociology,About Social Science/Women and Social Science           ,,
539,Theory in Anthropology since the Sixties,About Social Science/History and Evolution of Social Science           ,,
540,Revolutions as Changes of World View,About Social Science/History and Evolution of Social Science           ,,
541,Metaphors and Metavalues: Can Evolution Cut the Mustard?,About Social Science/History and Evolution of Social Science           ,,
542,Introduction: Preliminary Demarcation of a Type of Bourgeois Public Sphere,About Social Science/History and Evolution of Social Science           ,,
543,Romanticism and the Rise of Sociological Hermeneutics,About Social Science/History and Evolution of Social Science           ,,
544,Introduction: How to Prepare a Noble Savage: The Spectacle of Human Science,About Social Science/History and Evolution of Social Science           ,,
545,Sociality and Social Science,About Social Science/History and Evolution of Social Science           ,,
546,The Fate of the Formal Disciplines: From Coherence to Dispersion,About Social Science/History and Evolution of Social Science           ,,
547,Perspectives|| Paradigms|| and Praxis,About Social Science/Ways of Doing Social Science           ,,
548,The Historical Imagination between Metaphor and Irony,About Social Science/Scientific Knowledge and Method           ,,
549,Media and Domestic Workers: Modernization of Brazilian Society,Sociology/Culture and Society/Westernization           ,,
550,The Growth of Culture and the Evolution of Mind,About Social Science/Scientific Knowledge and Method           ,,
551,The Special Character of Scientific Knowledge,About Social Science/Scientific Knowledge and Method           ,,
552,The Problem of Consistency,About Social Science/Scientific Knowledge and Method           ,,
553,Methodological Problems of the Social Sciences,About Social Science/Scientific Knowledge and Method           ,,
554,On the Definition of Political Economy and on the Method of Investigation Proper to It,About Social Science/Economics as an Example           ,,
555,The Marriage of Skepticism and Wonder,About Social Science/Scientific Knowledge and Method           ,,
556,Use the Maths|| Then Burn It,About Social Science/Economics as an Example           ,,
557,The Illusion of Control,About Social Science/Economics as an Example           ,,
558,Societies|| Polities and Capitalists in Developing Countries: A Literature Survey,Sociology/Culture and Society/Politics of Development           ,,
559,Civil Society: A Enquiry into the Usefulness of an Historical Term,Political Science/Political Theory and Philosophy/Concepts/Other           ,,
560,The Study of Social Science as an Instrument of Social Problem Solving,About Social Science/Ways of Doing Social Science           ,,
561,Introduction,About Social Science/Ways of Doing Social Science           ,,
562,Introduction,Anthropology/Language and Society/Language Representations and Usage           ,,
563,Man as a Subject for Science,About Social Science/Scientific Knowledge and Method           ,,
564,On Condorcet's Sketch,About Social Science/Scientific Knowledge and Method           ,,
565,The Butterfly Effect,About Social Science/Ways of Doing Social Science           ,,
566,Displacement|| Development|| and Modernity in the Colombian Pacific,Sociology/Culture and Society/Politics of Development           ,,
567,Of Grammatology as a Positive Science,About Social Science/Scientific Knowledge and Method           ,,
568,Analysis of Factors Affecting the Preference Intensity of Farmers for Selected Farm Production Objectives,Economics/Development/Agrarian Economy and Society/Agriculture and Industry           ,,
569,Apathy Rules,Economics/Development/Transition from Socialism to Markets           ,,
570,Hegemon on the Offensive: Chinese Perspectives on US Global Strategy,"Political Science/International Relations/Conflict, Peace, and Security/International Security           ",,
571,Ideology|| Democracy and the Limits of Equilibrium: A Schumpeterian Critique,"Political Science/International Relations/Approach, Critique of International Relations Theory, and Methodology           ",,
572,Traditional and Modern Approaches to Customary Law: A Reconciliation,"Political Science/International Relations/Approach, Critique of International Relations Theory, and Methodology           ",,
573,Nationalism in Post Industrial Societies,"Political Science/International Relations/Approach, Critique of International Relations Theory, and Methodology           ",,
574,Rescuing Constructivism from the Constructivists: A Critical Reading of Constructivist Interventions in Southeast Asian Security,"Political Science/International Relations/Approach, Critique of International Relations Theory, and Methodology           ",,
575,Engaging from the Margins: Feminist Encounters with the 'Mainstream' of International Relations,"Political Science/International Relations/Approach, Critique of International Relations Theory, and Methodology           ",,
576,Knowledge-Based Development Assistance,Economics/Development/Institutions           ,,
577,A Human Rights Approach to Development,Sociology/Culture and Society/Politics of Development           ,,
578,Trends in Migration and Economic Consequences,Political Science/International Relations/Globalization/Migration           ,,
579,How Congress Has Legitimated Latin American Counter Insurgency,"Political Science/International Relations/Conflict, Peace, and Security/International Security           ",,
580,International Development and Development Cooperation: Challenges Ahead,Political Science/International Relations/NorthSouth Relations and Politics of Development           ,,
581,Arms Races and Arms Control: Modeling the Hawk Perspective,"Political Science/International Relations/Conflict, Peace, and Security/Arms Control           ",,
582,Interpreting Reproductive Rights: Institutional Responses to the Agenda in the 1990s,"Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           ",,
583,Women and Money: Lessons from Senegal,"Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           ",,
584,The Limits of Discretion: the Role of the Liberal Party in the Dismantling of White Australia Policy,Political Science/International Relations/Globalization/Migration           ,,
585,Retrieving the Imperial: Empire and International Relations,"Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           ",,
586,Case Study: Assistance to the Transition Countries,Economics/Development/Transition from Socialism to Markets           /           /Economics/Globalization/Economic Assistance,,
587,Specters of Orientalism in France|| Algeria|| and Postcolonial Studies,Sociology/Culture and Society/Politics of Development           ,,
588,The European Union and Democracy Promotion in Bad Neighborhoods: the Case of Central Asia,"Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           ",,
589,Aid as a Flight Forwards,Political Science/International Relations/NorthSouth Relations and Politics of Development           ,,
590,Which Types of Aid Have the Most Impact?,Political Science/International Relations/NorthSouth Relations and Politics of Development           ,,
591,Social Policy in South Korea: Cultural and Structural Factors in the Emergence of Welfare,Sociology/Culture and Society/Politics of Development           ,,
592,In the Eye of the Storm: Sustaining the Space Created by Women,Sociology/Culture and Society/Politics of Development           ,,
593,Postmodernism and Post-Socialist Society: Cultural Politics in China After the New Era,"Sociology/Culture and Society/Postmodernism and Politics           /           /Political Science/Comparative Politics/Cultural, Ethnic and Gender Politics and Movements/Cultural Politics",,
594,Emancipating Sociology: Postmodernism and Mainstream Sociological Practice,Sociology/Culture and Society/Postmodernism and Politics           ,,
595,What is Equality? Part 1: Equality of Welfare,"Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Social Justice           ",,
596,Healthcare Payment Incentives: a Comparative Analysis of Reforms in Taiwan|| South Korea and China,Economics/Economic Policy/Institutions/Theory and Policy           ,,
597,The Atlantic Slave Trade Was not a Black-on-Black Holocaust,"History/Economic History/Labor and Employment History/Slavery, Forced Labor, and Reform Movements           ",,
598,Anachronism of the Moral Sentiments? Integrity|| Postmodernism|| and Justice,Sociology/Culture and Society/Postmodernism and Politics           ,,
599,The World Bank of the Future,"History/Economic History/Financial Markets, Financial Institutions, and Monetary History/International           ",,
600,Oil and the Macroeconomy since the 1970s,"History/Economic History/Financial Markets, Financial Institutions, and Monetary History/Monetary Policy           ",,
601,Development|| Growth and Policy Reform in the Middle East and North Africa since 1950,"History/Economic History/Economic Development, Growth, and Aggregate Productivity/Regional Development           ",,
602,International Technology Diffusion,"History/Economic History/Economic Development, Growth, and Aggregate Productivity/Industrialization           ",,
603,Business and Social Networks in International Trade,History/Economic History/Business and Corporations/Globalization           ,,
604,God's Representative in Our Midst: Toward a History of the Catholic Diocesan Clergy in the United States,History/Social and Cultural History/Systems of Belief/Christianity           ,,
605,Mergers and Corporate Ownership Structure: the United States and Germany at the Turn of the 20th Century,History/Economic History/Business and Corporations/Models and Structures           ,,
606,Religion and Economic Growth across Countries,History/Social and Cultural History/Systems of Belief/Theory and Issues in Religion and Atheism           ,,
607,Changing Income Inequalities within and between Nations: New Evidence,"History/Economic History/Economic Development, Growth, and Aggregate Productivity/Industrialization           ",,
608,Primitive Globalization? State and Locale in Neoliberal Global Engagement,History/Economic History/Globalization/Economic Integration           ,,
609,How the Civil Rights Movement Revitalized Labor Militancy,History/Economic History/Labor and Employment History/Unions and Other Labor Issues           ,,
